S/N,Coursetitle,Course Code,program,Level,Unit,Semester,Session,venue 
2219,Field Trip,PCS 317,Peace And Conflict Studies,300,2,First,2023/2024,LCR2
2220,Logic and Method of Political Inquiry,PSD 311,Peace And Conflict Studies,300,2,First,2023/2024,LCR2
2221,Theory and Practice of Administration,PSD 341,Peace And Conflict Studies,300,2,First,2023/2024,LCR2
2222,Issues in Nigeria Mass Media,MAC 331,Peace And Conflict Studies,300,2,First,2023/2024,LCR2
2223,International System,PCS 309,Peace And Conflict Studies,300,2,First,2023/2024,LCR2
2236,Nigerian Civil War,PCS 401,Peace And Conflict Studies,400,3,First,2023/2024,LCR2
2237,Monitoring and Evaluation,PCS 403,Peace And Conflict Studies,400,3,First,2023/2024,LCR2
2238,Isreali-Palestinian-Arab Conflict,PCS 405,Peace And Conflict Studies,400,3,First,2023/2024,LCR2
2239,Conflict Modelling,PCS 407,Peace And Conflict Studies,400,3,First,2023/2024,LCR2
2240,Project Management and Development,PCS 409,Peace And Conflict Studies,400,3,First,2023/2024,LCR2
2241,"Insurgency, Militancy, Farmer/Herder Conflict in Nigeria",PCS 411,Peace And Conflict Studies,400,2,First,2023/2024,LCR2
2242,African Traditional Methods of Conflict Resolution,PCS 413,Peace And Conflict Studies,400,2,First,2023/2024,LCR2
2249,Communication in English,GST 111,B.Eng Computer Engineering,100,2,First,2023/2024,LCR2
2250,Ethics,VUA-ETH 171,B.Eng Computer Engineering,100,1,First,2023/2024,LCR2
2251,General Physics I,PHY101,B.Eng Computer Engineering,100,2,First,2023/2024,LCR2
2252,GENERAL PHYSICS PRACTICALS,PHY 107,B.Eng Computer Engineering,100,1,First,2023/2024,LCR2
2253,Introduction to Digital Literacy,VUA-EEE 101,B.Eng Computer Engineering,100,2,First,2023/2024,LCR2
2254,Basic Electronics,VUA-CPE 101,B.Eng Computer Engineering,100,2,First,2023/2024,LCR2
2255,Electrical Grounding System,VUA-EEE 103,B.Eng Computer Engineering,100,2,First,2023/2024,LCR2
2256,Elementary Mathematics I,MTH 101,B.Eng Computer Engineering,100,2,First,2023/2024,LCR2
2257,Engineer in Society,GET 101,B.Eng Computer Engineering,100,1,First,2023/2024,LCR2
2258,Basic Engineering Drawing,GET 111,B.Eng Computer Engineering,100,1,First,2023/2024,LCR2
2259,"Use of Library, Study Skills and ICT",GST 121,B.Eng Computer Engineering,100,2,First,2023/2024,LCR2
2260,GENERAL CHEMISTRY 1,CHM 101 CO,B.Eng Computer Engineering,100,2,First,2023/2024,LCR2
2261,General Practical Chemistry I,CHM 107,B.Eng Computer Engineering,100,1,First,2023/2024,LCR2
2262,General Mathematics I,MTH 101,B.Eng Computer Engineering,100,3,First,2023/2024,LCR2
2263,GENERAL CHEMISTRY PRACTICAL,CHM 103,B.Eng Computer Engineering,100,1,First,2023/2024,LCR2
2264,NIGERIA PEOPLE AND CULTURE,GST 113,B.Eng Computer Engineering,100,2,First,2023/2024,LCR2
2265,Introduction to Computer Science,CSC 101,B.Eng Computer Engineering,100,2,First,2023/2024,LCR2
2286,Basic Spiritual Theology,GST 211,B.Eng Computer Engineering,200,2,First,2023/2024,LCR2
2287,INTRODUCTION TO ENTREPRENEURSHIP,GST 223,B.Eng Computer Engineering,200,2,First,2023/2024,LCR2
2288,Peace Studies and Conflict Resolution,GST 221,B.Eng Computer Engineering,200,2,First,2023/2024,LCR2
2289,Applied Mechanics,GET 207,B.Eng Computer Engineering,200,3,First,2023/2024,LCR2
2290,Applied Electricity,GET 201,B.Eng Computer Engineering,200,3,First,2023/2024,LCR2
2291,General Engineering Laboratory Course,GET 213,B.Eng Computer Engineering,200,1,First,2023/2024,LCR2
2292,Engineering Mathematics,GET 209,B.Eng Computer Engineering,200,3,First,2023/2024,LCR2
2293,Computer Programming,GET 211,B.Eng Computer Engineering,200,3,First,2023/2024,LCR2
2294,Fundamentals of fluid mechanics,GET 205,B.Eng Computer Engineering,200,3,First,2023/2024,LCR2
2295,Engineering Drawing II,GET 222,B.Eng Computer Engineering,200,2,First,2023/2024,LCR2
2296,"Engineering Drawing, I",GET 203,B.Eng Computer Engineering,200,3,First,2023/2024,LCR2
2308,Engineering Mathematics III,GET 301,B.Eng Computer Engineering,300,3,First,2023/2024,LCR2
2309,Introduction to Entrepreneurship Studies,GST 311,B.Eng Computer Engineering,300,2,First,2023/2024,LCR2
2310,Engineer-in-Society,GET 303,B.Eng Computer Engineering,300,2,First,2023/2024,LCR2
2311,Circuit Theory I,EEE 303,B.Eng Computer Engineering,300,3,First,2023/2024,LCR2
2312,Electrical Machines,EEE 305,B.Eng Computer Engineering,300,3,First,2023/2024,LCR2
2313,Electromagnetic Fields and Waves I,EEE 307,B.Eng Computer Engineering,300,3,First,2023/2024,LCR2
2314,Computer Organization and Architecture,CPE 301,B.Eng Computer Engineering,300,3,First,2023/2024,LCR2
2315,Analogue Electronic Circuits,EEE 301,B.Eng Computer Engineering,300,3,First,2023/2024,LCR2
2323,Laboratory Courses,CPE 400,B.Eng Computer Engineering,400,2,First,2023/2024,LCR2
2324,Microprocessor System & Interfacing,CPE 401,B.Eng Computer Engineering,400,3,First,2023/2024,LCR2
2325,Data Communication & Network,CPE 403,B.Eng Computer Engineering,400,3,First,2023/2024,LCR2
2326,Computer Software Engineering,CPE 405,B.Eng Computer Engineering,400,3,First,2023/2024,LCR2
2327,Control System,CPE 407,B.Eng Computer Engineering,400,3,First,2023/2024,LCR2
2328,Prototyping Techniques,CPE 411,B.Eng Computer Engineering,400,2,First,2023/2024,LCR2
2329,Assembly Language Programming,CPE 409,B.Eng Computer Engineering,400,3,First,2023/2024,LCR2
2331,Reliability and Maintainability,CPE 501,B.Eng Computer Engineering,500,3,First,2023/2024,LCR2
2332,Software Engineering,CPE 503,B.Eng Computer Engineering,500,3,First,2023/2024,LCR2
2333,Digital System Design with VHDL,CPE 505,B.Eng Computer Engineering,500,3,First,2023/2024,LCR2
2334,Cyberpreneurship & Cyber law,CPE 507,B.Eng Computer Engineering,500,2,First,2023/2024,LCR2
2335,Computer Security Techniques 1,CPE 509,B.Eng Computer Engineering,500,3,First,2023/2024,LCR2
2336,Cryptography Principle & Application (Elective),CPE 513,B.Eng Computer Engineering,500,2,First,2023/2024,LCR2
2337,Engineering Management,GET 501,B.Eng Computer Engineering,500,3,First,2023/2024,LCR2
2338,Fuzzy Logic and Programming,CPE 511,B.Eng Computer Engineering,500,2,First,2023/2024,LCR2
2349,Ethics,VUA-ETH 171,B.Eng Electrical and Electronic Engineering,100,1,First,2023/2024,LCR2
2350,ELEMENTARY MATHEMATICS,MTH 101,B.Eng Electrical and Electronic Engineering,100,2,First,2023/2024,LCR2
2351,General Physics,PHY 101,B.Eng Electrical and Electronic Engineering,100,2,First,2023/2024,LCR2
2352,General Practical Physics I,PHY107,B.Eng Electrical and Electronic Engineering,100,1,First,2023/2024,LCR2
2353,Introduction to Digital Literacy,VUA-EEE 101,B.Eng Electrical and Electronic Engineering,100,2,First,2023/2024,LCR2
2354,GENERAL CHEMISTRY,CHM 101,B.Eng Electrical and Electronic Engineering,100,2,First,2023/2024,LCR2
2355,General Chemistry Practical I,CHM 107,B.Eng Electrical and Electronic Engineering,100,1,First,2023/2024,LCR2
2356,Communication In English,GST 111,B.Eng Electrical and Electronic Engineering,100,2,First,2023/2024,LCR2
2357,Electrical Grounding System,VUA-EEE 103,B.Eng Electrical and Electronic Engineering,100,2,First,2023/2024,LCR2
2358,Basic Engineering Drawing,GET 111,B.Eng Electrical and Electronic Engineering,100,1,First,2023/2024,LCR2
2359,"Use of Library, Study Skills and ICT",GST 121,B.Eng Electrical and Electronic Engineering,100,2,First,2023/2024,LCR2
2360,General Mathematics I,MTH 101,B.Eng Electrical and Electronic Engineering,100,3,First,2023/2024,LCR2
2361,GENERAL CHEMISTRY PRACTICAL,CHM 103,B.Eng Electrical and Electronic Engineering,100,1,First,2023/2024,LCR2
2362,Introduction to Computer Science,CSC 101,B.Eng Electrical and Electronic Engineering,100,2,First,2023/2024,LCR2
2363,Engineer in Society,GET101,B.Eng Electrical and Electronic Engineering,100,1,First,2023/2024,LCR2
2380,Applied Electricity,GET 201,B.Eng Electrical and Electronic Engineering,200,3,First,2023/2024,LCR2
2381,INTRODUCTION TO ENTREPRENEURSHIP,GST 223,B.Eng Electrical and Electronic Engineering,200,2,First,2023/2024,LCR2
2382,Peace Studies and Conflict Resolution,GST 221,B.Eng Electrical and Electronic Engineering,200,2,First,2023/2024,LCR2
2383,Engineering Mathematics,GET 209,B.Eng Electrical and Electronic Engineering,200,3,First,2023/2024,LCR2
2384,Computer Programming,GET 211,B.Eng Electrical and Electronic Engineering,200,3,First,2023/2024,LCR2
2385,General Engineering Laboratory Course,GET 213,B.Eng Electrical and Electronic Engineering,200,1,First,2023/2024,LCR2
2386,Fundamentals of fluid mechanics,GET 205,B.Eng Electrical and Electronic Engineering,200,3,First,2023/2024,LCR2
2387,Applied Mechanics,GET 207,B.Eng Electrical and Electronic Engineering,200,3,First,2023/2024,LCR2
2388,BASIC SPIRITUAL THEOLOGY,GST 211,B.Eng Electrical and Electronic Engineering,200,2,First,2023/2024,LCR2
2389,"Engineering Drawing, I",GET 203,B.Eng Electrical and Electronic Engineering,200,2,First,2023/2024,LCR2
2400,Introduction to Entrepreneurship Studies,GST 311,B.Eng Electrical and Electronic Engineering,300,2,First,2023/2024,LCR2
2401,Engineering Mathematics III,GET 301,B.Eng Electrical and Electronic Engineering,300,3,First,2023/2024,LCR2
2402,Engineer-in-Society,GET 303,B.Eng Electrical and Electronic Engineering,300,2,First,2023/2024,LCR2
2403,Analogue Electronic Circuits,EEE 301,B.Eng Electrical and Electronic Engineering,300,3,First,2023/2024,LCR2
2404,Circuit Theory I,EEE 303,B.Eng Electrical and Electronic Engineering,300,3,First,2023/2024,LCR2
2405,Electrical Machines,EEE 305,B.Eng Electrical and Electronic Engineering,300,3,First,2023/2024,LCR2
2406,Electromagnetic Fields and Waves I,EEE 307,B.Eng Electrical and Electronic Engineering,300,3,First,2023/2024,LCR2
2407,Linear Systems,EEE 315,B.Eng Electrical and Electronic Engineering,300,3,First,2023/2024,LCR2
2416,Circuit Theory II,EEE 401,B.Eng Electrical and Electronic Engineering,400,3,First,2023/2024,LCR2
2417,Communication Principles,EEE 403,B.Eng Electrical and Electronic Engineering,400,3,First,2023/2024,LCR2
2418,Electromagnetic Fields and Waves II,EEE 402,B.Eng Electrical and Electronic Engineering,400,3,First,2023/2024,LCR2
2419,ControlTheory,EEE 406,B.Eng Electrical and Electronic Engineering,400,3,First,2023/2024,LCR2
2420,Advanced Electronics,EEE 405,B.Eng Electrical and Electronic Engineering,400,3,First,2023/2024,LCR2
2421,Electric Power Principles,EEE 404,B.Eng Electrical and Electronic Engineering,400,3,First,2023/2024,LCR2
2423,Control Engineering,EEE 503,B.Eng Electrical and Electronic Engineering,500,3,First,2023/2024,LCR2
2424,Electromechanical Devices Design,EEE 505,B.Eng Electrical and Electronic Engineering,500,2,First,2023/2024,LCR2
2425,Advanced Computer Programming and Statistics,EEE 507,B.Eng Electrical and Electronic Engineering,500,2,First,2023/2024,LCR2
2426,Analogue and Digital Computers,EEE 511,B.Eng Electrical and Electronic Engineering,500,3,First,2023/2024,LCR2
2427,Final year Project,EEE 599,B.Eng Electrical and Electronic Engineering,500,6,First,2023/2024,LCR2
2428,Electric Power Systems Engineering,EEE 531,B.Eng Electrical and Electronic Engineering,500,2,First,2023/2024,LCR2
2429,Power Systems Communication and Control,EEE 532,B.Eng Electrical and Electronic Engineering,500,2,First,2023/2024,LCR2
2430,Switchgear and High Voltage Engineering,EEE 533,B.Eng Electrical and Electronic Engineering,500,2,First,2023/2024,LCR2
2431,Electric and Magnetic Field Theory,EEE 535,B.Eng Electrical and Electronic Engineering,500,3,First,2023/2024,LCR2
2432,Electrical Energy Conversion and Storage,EEE 537,B.Eng Electrical and Electronic Engineering,500,2,First,2023/2024,LCR2
2433,Engineering Management,GET 501,B.Eng Electrical and Electronic Engineering,500,3,First,2023/2024,LCR2
2442,INTRODUCTION TO NIGERIAN LEGAL METHODS I,PUL 101,Law,100,4,First,2023/2024,LCR2
2443,ENGLISH FOR LEGAL WRITING,LAW 101,Law,100,3,First,2023/2024,LCR2
2444,LAW AND THE CHURCH I,VUA-LAC 141,Law,100,4,First,2023/2024,LCR2
2445,INTRODUCTION TO CLASSICAL LANGUAGE I,VUA-CLA 111,Law,100,2,First,2023/2024,LCR2
2446,Communication In English,GST 111,Law,100,2,First,2023/2024,LCR2
2447,INTRODUCTION TO PSYCHOLOGY,PSY 101,Law,100,2,First,2023/2024,LCR2
2448,INTRODUCTION TO SOCIAL AND POLITICAL PHILOSOPHY,PHY 105,Law,100,2,First,2023/2024,LCR2
2449,ETHICS,VUA-ETH 171,Law,100,1,First,2023/2024,LCR2
2450,Principles of Economics,ECO 101,Law,100,2,First,2023/2024,LCR2
2451,Introduction to Political Science,PSD 101,Law,100,3,First,2023/2024,LCR2
2460,Nigerian Legal System I,PUL 203,Law,200,4,First,2023/2024,LCR2
2461,LAW OF CONTRACT I,CIL 201,Law,200,4,First,2023/2024,LCR2
2462,EMPLOYMENT/INDUSTRIAL LAW I,VUA-CIL 243,Law,200,4,First,2023/2024,LCR2
2463,Administrative Law I,PUL 207,Law,200,4,First,2023/2024,LCR2
2464,Basic Spiritual Theology,THG 211,Law,200,1,First,2023/2024,LCR2
2465,Entrepreneurship and Innovation,GST 223,Law,200,2,First,2023/2024,LCR2
2466,PEACE STUDY AND CONFLICT RESOLUTION,GST 221,Law,200,2,First,2023/2024,LCR2
2467,Constitutional Law I,PUL 201,Law,200,4,First,2023/2024,LCR2
2475,COMMERCIAL LAW I,CIL 303,Law,300,4,First,2023/2024,LCR2
2476,CRIMINAL LAW I,PUL 301,Law,300,4,First,2023/2024,LCR2
2477,LAW OF TORTS I,PPL 301,Law,300,4,First,2023/2024,LCR2
2478,INTRODUCTION TO CRIMINOLOGY I,PUL 313,Law,300,4,First,2023/2024,LCR2
2479,FAMILY LAW AND SUCCESSION I,CIL 323,Law,300,4,First,2023/2024,LCR2
2480,Advanced Entrepreneurial Skill,GST 311,Law,300,2,First,2023/2024,LCR2
2486,Introduction to Computing Sciences,SEN101,SOFTWARE ENGINEERING,100,2,First,2023/2024,LCR2
2487,Interaction Design & Usability Engineering,SEN103,SOFTWARE ENGINEERING,100,2,First,2023/2024,LCR2
2488,Interaction Design and Usability Engineering,SEN103,SOFTWARE ENGINEERING,100,2,First,2023/2024,LCR2
2489,Computer Programming I,SEN107,SOFTWARE ENGINEERING,100,2,First,2023/2024,LCR2
2490,Software Engineering Lab I,SEN181,SOFTWARE ENGINEERING,100,2,First,2023/2024,LCR2
2491,Communication in English I,GST111,SOFTWARE ENGINEERING,100,2,First,2023/2024,LCR2
2492,Ethics,GST171,SOFTWARE ENGINEERING,100,1,First,2023/2024,LCR2
2493,Descriptive Statistics,STA111,SOFTWARE ENGINEERING,100,2,First,2023/2024,LCR2
2494,Elementary Mathematics I,MTH101,SOFTWARE ENGINEERING,100,3,First,2023/2024,LCR2
2495,General Physics I,PHY101,SOFTWARE ENGINEERING,100,2,First,2023/2024,LCR2
2496,General Practical Physics I,PHY107,SOFTWARE ENGINEERING,100,1,First,2023/2024,LCR2
2497,Introduction to Software Engineering,SEN105,SOFTWARE ENGINEERING,100,2,First,2023/2024,LCR2
2498,General Physics I,PHY 101,SOFTWARE ENGINEERING,100,2,First,2023/2024,LCR2
2499,"Use of Library, Study Skills and ICT",GST 121,SOFTWARE ENGINEERING,100,2,First,2023/2024,LCR2
2500,Introduction to Computing and Applications,SEN101,SOFTWARE ENGINEERING,100,3,First,2023/2024,LCR2
2501,Nigerian People and Culture,GST 113,SOFTWARE ENGINEERING,100,2,First,2023/2024,LCR2
2502,Introduction to Software Engineering,SEN105,SOFTWARE ENGINEERING,100,3,First,2023/2024,LCR2
2503,General Mathematics 1,MTH 101,SOFTWARE ENGINEERING,100,2,First,2023/2024,LCR2
2504,History and Philosophy Of Science,GST 115,SOFTWARE ENGINEERING,100,2,First,2023/2024,LCR2
2505,Experimental Physics I,PHY 107,SOFTWARE ENGINEERING,100,1,First,2023/2024,LCR2
2506,Communication in English,GST 111,SOFTWARE ENGINEERING,100,2,First,2023/2024,LCR2
2507,Software Engineering Lab I,SEN181,SOFTWARE ENGINEERING,100,2,First,2023/2024,LCR2
2532,Discrete Structures,SEN201,SOFTWARE ENGINEERING,200,3,First,2023/2024,LCR2
2533,Software Requirements and Design,SEN 203,SOFTWARE ENGINEERING,200,2,First,2023/2024,LCR2
2534,Computer Architecture Organisation,SEN205,SOFTWARE ENGINEERING,200,3,First,2023/2024,LCR2
2535,Data Structures and Algorithms,SEN207,SOFTWARE ENGINEERING,200,3,First,2023/2024,LCR2
2536,Information Architecture,SEN209,SOFTWARE ENGINEERING,200,2,First,2023/2024,LCR2
2537,Software Engineering Lab III,SEN281,SOFTWARE ENGINEERING,200,2,First,2023/2024,LCR2
2538,Basic Spiritual Theology,GST 211,SOFTWARE ENGINEERING,200,0,First,2023/2024,LCR2
2539,Peace Studies and Conflict Resolution,GST 221,SOFTWARE ENGINEERING,200,2,First,2023/2024,LCR2
2540,INTRODUCTION TO ENTREPRENEURSHIP,GST 223,SOFTWARE ENGINEERING,200,2,First,2023/2024,LCR2
2541,Linear Algebra I,MTH203,SOFTWARE ENGINEERING,200,2,First,2023/2024,LCR2
2552,Object Oriented Analysis Design,SEN301,SOFTWARE ENGINEERING,300,3,First,2023/2024,LCR2
2553,Programmable Logic Controller Programming,SEN303,SOFTWARE ENGINEERING,300,2,First,2023/2024,LCR2
2554,Web Application Development,SEN305,SOFTWARE ENGINEERING,300,3,First,2023/2024,LCR2
2555,Database Systems,SEN307,SOFTWARE ENGINEERING,300,3,First,2023/2024,LCR2
2556,Concept of Programming Language,SEN309,SOFTWARE ENGINEERING,300,2,First,2023/2024,LCR2
2557,Software Engineering Lab V,SEN381,SOFTWARE ENGINEERING,300,2,First,2023/2024,LCR2
2558,Introduction to Entrepreneurship,GST311,SOFTWARE ENGINEERING,300,2,First,2023/2024,LCR2
2559,Operation Research I,STA343,SOFTWARE ENGINEERING,300,3,First,2023/2024,LCR2
2571,Communication In English,GST 111,Nursing,100,2,First,2023/2024,LCR2
2572,GENERAL BIOLOGY,BIO 101,Nursing,100,2,First,2023/2024,LCR2
2573,General Chemistry I,CHM 101,Nursing,100,2,First,2023/2024,LCR2
2574,General Chemistry Practical I,CHM 107,Nursing,100,1,First,2023/2024,LCR2
2575,ELEMENTARY MATHEMATICS,MTH 101,Nursing,100,2,First,2023/2024,LCR2
2576,Introduction to Computing Sciences,COS 101,Nursing,100,3,First,2023/2024,LCR2
2577,General Physics I,PHY 101,Nursing,100,2,First,2023/2024,LCR2
2578,General Practical Physics I,PHY 107,Nursing,100,1,First,2023/2024,LCR2
2579,GENERAL BIOLOGY PRACTICAL I,BIO 107,Nursing,100,1,First,2023/2024,LCR2
2580,Ethics,VUA-ETH 171,Nursing,100,1,First,2023/2024,LCR2
2581,ART AND SCIENCE OF NURSING,VUA-NSC 181,Nursing,100,2,First,2023/2024,LCR2
2582,ELEMENTARY MATHEMATICS,MTH 101,Nursing,100,2,First,2023/2024,LCR2
2583,SOCIOLOGY IN HEALTH PRACTICE,NSC 363,Nursing,100,2,First,2023/2024,LCR2
2584,INTRODUCTION TO SOCIOLOGY,SOC 201,Nursing,100,2,First,2023/2024,LCR2
2585,Medical Parasitology,BIO 121,Nursing,100,2,First,2023/2024,LCR2
2597,FOUNDATION OF NURSING SCIENCE 1,NSC 201,Nursing,200,2,First,2023/2024,LCR2
2598,INTRODUCTION TO BIOSTATICS,STAT 201,Nursing,200,2,First,2023/2024,LCR2
2599,INTRODUCTION TO BIOCHEMISTRY,BCH 201,Nursing,200,2,First,2023/2024,LCR2
2600,GENERAL EMBRYOLOGY,ANA 205,Nursing,200,2,First,2023/2024,LCR2
2601,GROSS ANATOMY 1,ANA 211,Nursing,200,2,First,2023/2024,LCR2
2602,GENERAL HISTOLOGY/CELL BIOLOGY,ANA 215,Nursing,200,2,First,2023/2024,LCR2
2603,INTRODUCTION TO HUMAN PHYSIOLOGY 1,PHYS 201,Nursing,200,2,First,2023/2024,LCR2
2604,INTRODUCTION TO HUMAN PHYSIOLOGY PRACTICAL,PHYS 291,Nursing,200,1,First,2023/2024,LCR2
2605,BIOCHEMISTRY OF BIOMOLECULES,BCH 221,Nursing,200,2,First,2023/2024,LCR2
2606,BASIC SPIRITUAL THEOLOGY,GST 211,Nursing,200,1,First,2023/2024,LCR2
2607,PEACE STUDY AND CONFLICT RESOLUTION,GST 221,Nursing,200,2,First,2023/2024,LCR2
2608,Entrepreneurship and Innovation,GST 223,Nursing,200,2,First,2023/2024,LCR2
2609,ETHICS I,GST 171,Nursing,200,2,First,2023/2024,LCR2
2610,INTRODUCTION TO BIOSTATICS,STAT 201,Nursing,200,2,First,2023/2024,LCR2
2611,ETHICS I,GST 171,Nursing,200,2,First,2023/2024,LCR2
2612,INTRODUCTION TO SOCIOLOGY,SOC 201,Nursing,200,2,First,2023/2024,LCR2
2627,HUMAN BEHAVOUR IN HEALTH AND ILLNESS,NSC 301,Nursing,300,2,First,2023/2024,LCR2
2628,MEDICAL - SURGICAL NURSING 1,NSC 311,Nursing,300,2,First,2023/2024,LCR2
2629,GENERAL AND CELLULAR PATHOLOGY,NSC 315,Nursing,300,2,First,2023/2024,LCR2
2630,PHARMACODYNAMICS AND CHEMOTHERAPY I,NSC 317,Nursing,300,2,First,2023/2024,LCR2
2631,HEALTH MANAGEMENT AND PLANING,NSC 331,Nursing,300,2,First,2023/2024,LCR2
2632,MATERNAL AND CHILD HEALTH I,NSC 341,Nursing,300,2,First,2023/2024,LCR2
2633,COMMUNITY HEALTH NURSING INCLUDING PRIMARY HEALTH CARE I,NSC 361,Nursing,300,2,First,2023/2024,LCR2
2634,MEDICAL - SURGICAL NURSING PRACTICUM,NSC 381,Nursing,300,1,First,2023/2024,LCR2
2635,MEDICAL - SURGICAL NURSING CLINICAL I - POSTING,NSC 383,Nursing,300,1,First,2023/2024,LCR2
2636,Introduction to Entrepreneurship Studies,GST 311,Nursing,300,2,First,2023/2024,LCR2
2637,NEURO- ANATOMY,ANA 311,Nursing,300,2,First,2023/2024,LCR2
2638,ENDOCRINLOGY AND REPRODUCTIVE PHYSIOLOGY,PHS 301,Nursing,300,2,First,2023/2024,LCR2
2639,GENERAL AND MEDICAL BIOCHEMISTRY 11,BCH 222,Nursing,300,2,First,2023/2024,LCR2
2640,MEDICAL SOCIOLOGY,NSC 363,Nursing,300,2,First,2023/2024,LCR2
2651,Communication in English,GST 111,Pharmacy,100,2,First,2023/2024,LCR2
2652,General Biology 1,BIO 101,Pharmacy,100,2,First,2023/2024,LCR2
2653,General Biology Practical 1,BIO 103,Pharmacy,100,1,First,2023/2024,LCR2
2654,General Chemistry 1,CHM 101,Pharmacy,100,2,First,2023/2024,LCR2
2655,General Chemistry Practical 1,CHM 103,Pharmacy,100,1,First,2023/2024,LCR2
2656,Elementary Mathematics I,MTH 101,Pharmacy,100,2,First,2023/2024,LCR2
2657,General Physics I,PHY 101,Pharmacy,100,2,First,2023/2024,LCR2
2658,General Practical Physics I,PHY 107,Pharmacy,100,1,First,2023/2024,LCR2
2659,Introduction to pharmacy,PCY 101,Pharmacy,100,1,First,2023/2024,LCR2
2660,Ethics,VUA ETH 171,Pharmacy,100,1,First,2023/2024,LCR2
2661,Introduction to pharmacy,PCY 101,Pharmacy,100,1,First,2023/2024,LCR2
2672,BASIC SOCIAL THEOLOGY,GST 211,Pharmacy,200,1,First,2023/2024,LCR2
2673,Peace Studies and Conflict Resolution,GST 221,Pharmacy,200,2,First,2023/2024,LCR2
2674,INTRODUCTION TO ENTREPRENEURSHIP,GST 223,Pharmacy,200,2,First,2023/2024,LCR2
2675,GENERAL HISTOLOGY/CELL BIOLOGY,ANA 215,Pharmacy,200,1,First,2023/2024,LCR2
2676,INTRODUCTION TO BIOCHEMISTRY,BCH 201,Pharmacy,200,2,First,2023/2024,LCR2
2677,CHEMISTRY OF BIOMOLECLES,BCH 221,Pharmacy,200,1,First,2023/2024,LCR2
2678,PHARMACEUTICS,PCT 201,Pharmacy,200,2,First,2023/2024,LCR2
2679,PHYSICAL PHARMACEUTICAL CHEMISTRY,PCH 201,Pharmacy,200,3,First,2023/2024,LCR2
2680,INTRODUCTION TO PHARMACOGNOSY,PCG 201,Pharmacy,200,3,First,2023/2024,LCR2
2681,INTRODUCTION TO PHARMACEUTICAL MICROBIOLOGY,PHM 201,Pharmacy,200,3,First,2023/2024,LCR2
2682,Introduction to pharmacy,PCY 101,Pharmacy,200,1,First,2023/2024,LCR2
2683,INTRODUCTION TO HUMAN PHYSIOLOGY,PHYS 201,Pharmacy,200,2,First,2023/2024,LCR2
2684,INTRODUCTION TO HUMAN PHYSIOLOGY PRACTICAL,PHYS 291,Pharmacy,200,1,First,2023/2024,LCR2
2698,Entrepreneurship,GST 311,Pharmacy,300,2,First,2023/2024,LCR2
2699,Pharmacognosy III,PCG 301,Pharmacy,300,3,First,2023/2024,LCR2
2700,Organic Pharmaceutical Chemistry,PCH 301,Pharmacy,300,3,First,2023/2024,LCR2
2701,Pharmacy Administration I,CLI 301,Pharmacy,300,2,First,2023/2024,LCR2
2702,Pharmaceutics III,PCT 301,Pharmacy,300,3,First,2023/2024,LCR2
2703,Pharmaceutical Technology I,PCT 303,Pharmacy,300,2,First,2023/2024,LCR2
2704,Practical Dispensing II,PCT 305,Pharmacy,300,1,First,2023/2024,LCR2
2705,General Principle of Pharmacology,PHA 301,Pharmacy,300,2,First,2023/2024,LCR2
2706,Sterile Products Technology,PHM 301,Pharmacy,300,3,First,2023/2024,LCR2
2718,Biorisk management,MLS 101,Medical Laboratory Sciences,100,1,First,2023/2024,LCR2
2719,Communication In English,GST 111,Medical Laboratory Sciences,100,2,First,2023/2024,LCR2
2720,NIGERIA PEOPLE AND CULTURE,GST 113,Medical Laboratory Sciences,100,2,First,2023/2024,LCR2
2721,HISTORY AND PHILOSOPHY OF SCIENCE,GST 115,Medical Laboratory Sciences,100,2,First,2023/2024,LCR2
2722,GENERAL CHEMISTRY,CHM 101,Medical Laboratory Sciences,100,2,First,2023/2024,LCR2
2723,ETHICS,GST 171,Medical Laboratory Sciences,100,1,First,2023/2024,LCR2
2724,ELEMENTARY MATHEMATICS,MTH 101,Medical Laboratory Sciences,100,2,First,2023/2024,LCR2
2725,ETHICS I,GST 171,Medical Laboratory Sciences,100,1,First,2023/2024,LCR2
2726,Introduction to Computer Science,CSC 101,Medical Laboratory Sciences,100,2,First,2023/2024,LCR2
2727,INTRODUCTION TO COMPUTER SCIENCE 11,CSC 102,Medical Laboratory Sciences,100,2,First,2023/2024,LCR2
2728,GENERAL CHEMISTRY PRACTICAL,CHM 103,Medical Laboratory Sciences,100,1,First,2023/2024,LCR2
2729,General Practical Physics I,PHY 107,Medical Laboratory Sciences,100,1,First,2023/2024,LCR2
2730,GENERAL CHEMISTRY,CHM 101,Medical Laboratory Sciences,100,2,First,2023/2024,LCR2
2731,GENERAL PHYSICS,PHY 101,Medical Laboratory Sciences,100,2,First,2023/2024,LCR2
2732,General Biology Practical 1,BIO 103,Medical Laboratory Sciences,100,1,First,2023/2024,LCR2
2733,HISTORY AND PHILOSOPHY OF SCIENCE,GST 115,Medical Laboratory Sciences,100,2,First,2023/2024,LCR2
2734,"USE OF LIBRARY, STUDY SKILL AND ICT",GST 121,Medical Laboratory Sciences,100,2,First,2023/2024,LCR2
2735,NIGERIA PEOPLE AND CULTURE,GST 113,Medical Laboratory Sciences,100,2,First,2023/2024,LCR2
